1650482008:0,0,0,0.001936,0,0.0006083999999999999,0,0,0,0,0.000162,0
1650482169:0.0062085,0.0018765000000000001,1e-05,1.242934,0.00053,0.00037600000000000003,0.000453,2.3e-05,1.1e-05,1e-05,8e-06,0.013965
1650481241:0,0,0,9.265142222222222,0,0.00044976923076923075,0,0,0,0,0.000151,0
1650165473:0,0,0,4.860789833333333,0,0.00059,0,0,0,0,0.0001768333333333333,0
1650164138:0,0,0,17.676458999999998,0,0,0,0,0,0,0.00030033333333333333,0
1650482197:0,0.000276,0,0.0017241666666666664,1e-05,0.0004085,0,0,0,0,0.000645,0
1650498413:0,0,0,7.840176555555555,0,0.0005894444444444444,0,0,0,0,0.00019759999999999998,0
1650498713:0,0,0,8.964691,0,0,0,0,0,0,0.00029866666666666664,0
1650422132:0,0.000295,0,7.863559800000002,1e-05,0.00047466666666666675,0,0,0,0,0.0001717142857142857,0
1650166313:0,0,0,8.071711166666667,0,0.0006842,0,0,0,0,0.0002526,0
1650497895:0,0,0,8.782344888888888,0,0.00048233333333333326,0,0,0,0,0.000254,0
1650421603:0.005233,0.0016585,9e-06,5.5629561333333335,0.0004595,0.00047330769230769236,0.00032100000000000005,1.9e-05,1e-05,9e-06,0.00023314285714285714,0.011781666666666668
1650162938:0,0,0,0.0017569999999999999,0,0.0006464,0,0,0,0,0.00016675000000000001,0
1650161708:0,0,0,15.304047777777779,0,0.000482076923076923,0,0,0,0,0.00019175000000000003,0
1650482185:0,0.00034849999999999996,0,0.0014981666666666667,1e-05,0.000361625,0,0,0,0,0,0
1650481785:0,0,0,8.150850333333333,0,0.00038575,0,0,0,0,0.00035199999999999994,0
1650162186:0,0,0,0.001976,0,0.000644,0,0,0,0,0.00014774999999999999,0
1650482117:0,0.0007160000000000001,0,13.953035666666667,1.2e-05,0.0005185555555555555,0,0,0,0,0.00015625,0
1650481518:0.0056690625000000005,0.0011889999999999997,1.1e-05,17.63475358333333,0.0003854,0.000335625,0.00036866666666666667,2.2e-05,2.7e-05,9.5e-06,0.00022833333333333332,0.012935666666666666
1650498640:0,0,0,9.494761166666667,0,0.000736,0,0,0,0,0.000195,0
1650497792:0,0,0,14.189561555555555,0,0.0005031538461538461,0,0,0,0,0.0003522857142857143,0
1650481105:0,0,0,8.003238333333334,0,0.00046175,0,0,0,0,0,0
1650498174:0,0,0,10.015753888888888,0,0.0005404444444444445,0,0,0,0,0.0001818,0
1650480813:0.005941,0.0016615,1e-05,4.661822666666667,0.000508,0.000544,0.00033766666666666667,2.3e-05,1.1e-05,9e-06,0.0001246,0.012462333333333332
1650165159:0,0,0,9.52329,0,0,0,0,0,0,0.00022700000000000002,0
1650497943:0.005894249999999999,0.0015585,1.2e-05,8.153381333333334,0.000481,0.00031174999999999996,0.000354,2.1e-05,1.1e-05,9e-06,8e-06,0.013615333333333333
1650165524:0.00654825,0.002118,9e-06,17.957265,0.0005809999999999999,0.0005865,0.00035033333333333336,4.8e-05,1e-05,1e-05,8e-06,0.011735333333333334
1650499023:0,0,0,0,0,0,0,0,0,0,0,0.000274
1650164337:0.0567855,0.0011752499999999999,1e-05,6.685707166666667,0.00035666666666666664,0.00043525,0.13762533333333335,2.1e-05,1.1e-05,1e-05,8e-06,0.010913666666666667
1650165461:0,0,0,6.927107444444444,0,0,0,0,0,0,0.00037,0
1650163963:0,0.00041349999999999997,0,14.457097166666665,1e-05,0,0,0,0,0,0.000223,0
1650422022:0,0,0,16.692061166666665,0,0.00031099999999999997,0,0,0,0,0.000655,0
1650482046:0,0.0003495,0,14.04826861111111,1.1e-05,0.0006274444444444445,0,0,0,0,0.0004057142857142858,0
1650162962:0.004813125,0.0016855,1e-05,26.678046466666665,0.000546,0.0005654444444444444,0.00033099999999999997,2.2e-05,1e-05,1e-05,0.0002349,0.010445000000000001
1650481439:0,0,0,18.465318666666665,0,0.00033975,0,0,0,0,0.000382,0
1650422316:0,0.0003165,0,7.939440833333333,1e-05,0,0,0,0,0,0.000437,0
1650498747:0.006037749999999999,0.00100575,9e-06,6.718839458333336,0.00031200000000000005,0.00044958823529411764,0.0003363333333333333,2.1e-05,1.1e-05,1e-05,0.00028975,0.013899333333333333
1650421483:0,0.0003145,0,9.065008,1e-05,0.0004982222222222223,0,0,0,0,0.00020366666666666667,0
1650498988:0,0.00032649999999999997,0,1.8548379999999998,1e-05,0,0,0,0,0,0.0005735,0
1650480863:0,0,0,2.1829153333333333,0,0.0007002,0,0,0,0,0.0001696,0
1650421935:0,0,0,3.491845888888889,0,0.0006594999999999998,0,0,0,0,0.0001737,0
1650165915:0,0.0008390000000000001,0,3.825207666666667,1e-05,0,0,0,0,0,0,0
1650482087:0,0,0,4.703057333333334,0,0.0005897999999999999,0,0,0,0,0.00021939999999999997,0
1650421742:0.005302875,0.001672,1.1e-05,9.302255333333333,0.0004745,0.0004593076923076923,0.00032733333333333334,2.1e-05,1e-05,1.1e-05,0.00015299999999999998,0.011885999999999999
1650422836:0.005593125000000001,0.0016625,1e-05,5.493537875,0.00045200000000000004,0.0005336666666666666,0.0003223333333333333,2.2e-05,1.1e-05,9e-06,0.0001901666666666667,0.012772666666666667
1650498656:0,0.0003155,0,11.38580925,1e-05,0.00032199999999999997,0,0,0,0,0.000529,0
1650421491:0,0,0,3.517680666666667,0,0.00032050000000000004,0,0,0,0,0.0002165,0
1650422465:0,0.0003085,0,5.855175,1e-05,0,0,0,0,0,0.000431,0
1650498491:0,0.000332,0,11.429699666666666,1.1e-05,0.00035862500000000006,0,0,0,0,0,0
1650166617:0,0.000308,0,13.954242500000001,1e-05,0.00039549999999999996,0,0,0,0,0.0002505,0
1650498845:0,0,0,5.893715333333334,0,0.0006793999999999999,0,0,0,0,0.0002164,0
1650421936:0,0,0,0.001956,0,0.0006914000000000001,0,0,0,0,0.00016150000000000002,0
1650421977:0,0,0,0.002166333333333333,0,0.000697,0,0,0,0,0.00015475,0
1650498070:0,0,0,2.292228777777778,0,0.0005099285714285714,0,0,0,0,0.00014324999999999999,0
1650422152:0,0,0,16.196569999999998,0,0.00041525,0,0,0,0,0,0
1650481624:0,0,0,6.160666555555555,0,0.0005125555555555556,0,0,0,0,0.0002568,0
1650497698:0,0,0,8.611084499999999,0,0.0005026923076923077,0,0,0,0,0.0003115,0
1650497892:0,0,0,7.536577,0,0.00045062500000000007,0,0,0,0,0,0
1650162324:0,0,0,15.759952133333334,0,0,0,0,0,0,0.0004544285714285714,0
1650422626:0,0.000295,0,13.414463666666668,1e-05,0.00038475,0,0,0,0,0.0001915,0
1650163491:0,0.0006940000000000001,0,7.396786833333333,1e-05,0,0,0,0,0,0.000396,0
1650422476:0.005400874999999999,0.001705,8e-06,5.912843833333333,0.0005304999999999999,0.0005576521739130434,0.000332,2e-05,1.1e-05,9e-06,0.00016046666666666662,0.012174666666666667
1650497654:0,0,0,13.272752833333334,0,0.0005978,0,0,0,0,0.0002636,0
1650481155:0.005706937499999999,0.0015344999999999998,1e-05,3.5204821333333336,0.00047125,0.0004774999999999999,0.00035766666666666667,2.15e-05,1.0500000000000001e-05,9e-06,0.0001325,0.012764333333333334
1650164449:0.004989374999999999,0.001791,1.1e-05,3.3321893333333334,0.000475,0.00036074999999999996,0.00034399999999999996,2.2e-05,1e-05,1e-05,1.1e-05,0.011042000000000001
1650422056:0,0.000325,0,11.276071333333332,1e-05,0.0005915,0,0,0,0,0.00022485714285714288,0
1650162317:0,0,0,9.260202,0,0.0004905555555555555,0,0,0,0,0.00019133333333333337,0
1650166769:0,0,0,1.4984111666666664,0,0.0007018,0,0,0,0,0.00028799999999999995,0
1650482082:0,0.0003105,0,17.046588222222223,1e-05,0.000369625,0,0,0,0,0,0
1650421567:0.005341875,0.0015539999999999998,1e-05,12.220486,0.000508,0.00033624999999999996,0.0003613333333333333,2.1e-05,1e-05,1e-05,6e-06,0.012128
1650422806:0,0.000313,0,12.2332328,1e-05,0.0005295555555555556,0,0,0,0,0.00025728571428571424,0
1650421877:0,0,0,6.138448666666666,0,0.000702,0,0,0,0,0.00020300000000000003,0
1650164444:0,0,0,8.601517666666666,0,0.0005457777777777777,0,0,0,0,0.00028274999999999996,0
1650422447:0.005410125,0.001477,1.1e-05,5.09087975,0.000442,0.00045746153846153853,0.00033933333333333325,2e-05,1.1e-05,1e-05,0.00014885714285714285,0.012348999999999999
1650498264:0.006119625,0.0019265,1e-05,7.363305777777778,0.0005415,0.000529111111111111,0.0003646666666666666,2.3e-05,1.6e-05,1e-05,0.00024050000000000002,0.01393133333333333
1650498349:0,0,0,8.986270666666668,0,0,0,0,0,0,0.000222,0
1650480999:0.00559025,0.0017225,1e-05,10.053212444444446,0.0005254999999999999,0.0004758888888888888,0.0003316666666666667,2.2e-05,1.1e-05,1e-05,0.00019483333333333332,0.012703666666666663
1650498154:0,0,0,23.818008333333335,0,0,0,0,0,0,0.000367,0.000241
1650421948:0,0,0,5.843204333333334,0,0.0005295555555555556,0,0,0,0,0.0002114,0
1650482120:0.005865125,0.0016185000000000001,1e-05,11.978558777777778,0.00047400000000000003,0.00031424999999999997,0.0003236666666666667,2.1e-05,1e-05,1e-05,0.0001955,0.013513666666666667
1650481499:0.0056694375,0.0011380000000000001,1.0500000000000001e-05,10.864567555555556,0.0003972,0.00042541176470588227,0.0003298333333333334,2.1e-05,1.1e-05,9.5e-06,0.00020171428571428573,0.012991
1650498200:0,0.000363,0,14.402720333333333,1e-05,0,0,0,0,0,0,0
1650481525:0,0,0,21.143993333333334,0,0.00035475000000000003,0,0,0,0,0,0
1650480978:0,0,0,4.4662245,0,0.0005978,0,0,0,0,0.00017866666666666668,0
1650498961:0,0,0,6.038064333333334,0,0,0,0,0,0,0.00021750000000000003,0
1650165448:0,0,0,8.392945,0,0.0005590769230769232,0,0,0,0,0.00019183333333333335,0
1650164667:0,0,0,12.934418416666665,0,0.0005353333333333334,0,0,0,0,0.00017675,0
1650421966:0.005219500000000001,0.0015609999999999999,1e-05,9.181198,0.0004865,0.00033541666666666664,0.00034033333333333333,2.1e-05,1e-05,1e-05,0.00031699999999999995,0.011769000000000002
1650498468:0.005901000000000001,0.001516,1.1e-05,13.16053077777778,0.000453,0.0004261538461538462,0.00031633333333333334,2.1e-05,1.1e-05,1e-05,0.00029675000000000003,0.013665000000000002
1650497968:0,0.0003325,0,10.942118666666667,1.1e-05,0.000586,0,0,0,0,0.0002341428571428571,0
1650163522:0,0,0,10.575087833333333,0,0.0007118000000000001,0,0,0,0,0.000219,0
1650498019:0,0.00032175,0,1.6768473333333334,1.3000000000000001e-05,0.0005818,0,0,0,0,0.00013125000000000002,0
1650164995:0,0,0,10.569064666666668,0,0.000376,0,0,0,0,0.000223,0
1650498393:0,0,0,0.0023901666666666667,0,0.0007258000000000001,0,0,0,0,0.000167,0
1650498336:0,0,0,6.763382,0,0.000511,0,0,0,0,0.00013450000000000002,0
1650498230:0.006006500000000001,0.0015775,9e-06,14.504847666666665,0.00047999999999999996,0.00032550000000000005,0.0003456666666666667,2.3e-05,1.2e-05,1e-05,0.00021449999999999998,0.013917
1650422762:0,0,0,2.7159216666666666,0,0.0005262222222222221,0,0,0,0,0.00019733333333333335,0
1650422150:0,0,0,17.17622533333333,0,0,0,0,0,0,0.000716,0
1650166480:0,0.000353,0,7.603147333333333,1e-05,0.0006936,0,0,0,0,0.00036375000000000003,0
